           0           4           9  -5.3550000000000004                0           2           5  -20.824999999999999        15.469999999999999                2           1  0.23904572186687839      -0.13608276348795423     
           1           2           5 -0.20100000000000001                0           0           1  -33.448000000000000        33.247000000000000                2           1  0.44721359549995793      -0.31622776601683805     
           1           2           5 -0.20100000000000001                0           2           5  -20.824999999999999        20.623999999999999                2           1 -0.23904572186687892      -0.16329931618554511     
           1           2           5 -0.20100000000000001                0           2           3  -17.988000000000000        17.786999999999999                2           1 -0.23904572186687892        9.9999999999999881E-002
           1           2           5 -0.20100000000000001                1           0           1  -17.053000000000001        16.852000000000000                2           1  0.44721359549995793      -0.31622776601683805     
           2           0           1   1.8550000000000000                0           2           5  -20.824999999999999        22.680000000000000                2           1  0.44721359549995793      -0.31622776601683772     
           2           0           1   1.8550000000000000                0           2           3  -17.988000000000000        19.843000000000000                2           1  0.44721359549995793       0.31622776601683783     
           0           4           7   1.9179999999999999                0           2           5  -20.824999999999999        22.742999999999999                2           1  0.23904572186687839        4.3033148291193528E-002
           0           4           7   1.9179999999999999                0           2           3  -17.988000000000000        19.905999999999999                2           1  0.23904572186687839       0.15811388300841886     
           1           2           3   2.9079999999999999                0           0           1  -33.448000000000000        36.356000000000002                2           1  0.44721359549995793       0.31622776601683783     
           1           2           3   2.9079999999999999                0           2           5  -20.824999999999999        23.733000000000001                2           1 -0.23904572186687892        9.9999999999999881E-002
           1           2           3   2.9079999999999999                0           2           3  -17.988000000000000        20.896000000000001                2           1 -0.23904572186687892       0.18708286933869719     
           1           2           3   2.9079999999999999                1           0           1  -17.053000000000001        19.961000000000002                2           1  0.44721359549995793       0.31622776601683783     
           0           5          11   3.0499999999999998                0           3           7  -13.359000000000000        16.408999999999999                2           1 -0.20806259464411972      -0.10660035817780539     
           1           3           7   7.3670000000000000                0           1           3  -27.597999999999999        34.964999999999996                2           1 -0.29277002188455981      -0.18898223650461374     
           1           3           7   7.3670000000000000                0           3           7  -13.359000000000000        20.725999999999999                2           1  0.19518001458970621      -0.12626906806902630     
           1           3           7   7.3670000000000000                1           1           3  -8.5169999999999995        15.884000000000000                2           1 -0.29277002188455981      -0.18898223650461374     
           1           3           7   7.3670000000000000                0           3           5  -8.4550000000000001        15.821999999999999                2           1  0.19518001458970621        5.0507627227610478E-002
           2           1           3   8.1850000000000005                0           1           3  -27.597999999999999        35.783000000000001                2           1  0.36514837167011088      -0.20412414523193170     
           2           1           3   8.1850000000000005                0           1           1  -26.338000000000001        34.523000000000003                2           1  0.36514837167011088       0.28867513459481298     
           2           1           3   8.1850000000000005                0           3           7  -13.359000000000000        21.544000000000000                2           1 -0.29277002188455981      -0.18898223650461374     
           2           1           3   8.1850000000000005                1           1           3  -8.5169999999999995        16.701999999999998                2           1  0.36514837167011088      -0.20412414523193170     
           2           1           3   8.1850000000000005                0           3           5  -8.4550000000000001        16.640000000000001                2           1 -0.29277002188455981        8.9087080637474850E-002
           2           1           3   8.1850000000000005                1           1           1  -6.6900000000000004        14.875000000000000                2           1  0.36514837167011088       0.28867513459481298     
           2           1           1   9.1140000000000008                0           1           3  -27.597999999999999        36.712000000000003                2           1  0.36514837167011088       0.28867513459481298     
           2           1           1   9.1140000000000008                1           1           3  -8.5169999999999995        17.631000000000000                2           1  0.36514837167011088       0.28867513459481298     
           2           1           1   9.1140000000000008                0           3           5  -8.4550000000000001        17.569000000000003                2           1 -0.29277002188455981       0.23570226039551578     
           1           3           5   10.583000000000000                0           1           3  -27.597999999999999        38.180999999999997                2           1 -0.29277002188455981        8.9087080637474850E-002
           1           3           5   10.583000000000000                0           1           1  -26.338000000000001        36.920999999999999                2           1 -0.29277002188455981       0.23570226039551578     
           1           3           5   10.583000000000000                0           3           7  -13.359000000000000        23.942000000000000                2           1  0.19518001458970621        5.0507627227610478E-002
           1           3           5   10.583000000000000                1           1           3  -8.5169999999999995        19.100000000000001                2           1 -0.29277002188455981        8.9087080637474850E-002
           1           3           5   10.583000000000000                0           3           5  -8.4550000000000001        19.038000000000000                2           1  0.19518001458970621       0.14285714285714282     
           1           3           5   10.583000000000000                1           1           1  -6.6900000000000004        17.273000000000000                2           1 -0.29277002188455981       0.23570226039551578     
           2           2           5   12.063000000000001                0           0           1  -33.448000000000000        45.511000000000003                2           1  0.44721359549995793      -0.31622776601683805     
           2           2           5   12.063000000000001                0           2           5  -20.824999999999999        32.887999999999998                2           1 -0.23904572186687892      -0.16329931618554511     
           2           2           5   12.063000000000001                0           2           3  -17.988000000000000        30.051000000000002                2           1 -0.23904572186687892        9.9999999999999881E-002
           2           2           5   12.063000000000001                1           0           1  -17.053000000000001        29.116000000000000                2           1  0.44721359549995793      -0.31622776601683805     
           0           5           9   12.430999999999999                0           3           7  -13.359000000000000        25.789999999999999                2           1 -0.20806259464411972        2.5482359571881281E-002
           0           5           9   12.430999999999999                0           3           5  -8.4550000000000001        20.885999999999999                2           1 -0.20806259464411972       0.11952286093343940     
           2           2           3   12.843000000000000                0           0           1  -33.448000000000000        46.290999999999997                2           1  0.44721359549995793       0.31622776601683783     
           2           2           3   12.843000000000000                0           2           5  -20.824999999999999        33.667999999999999                2           1 -0.23904572186687892        9.9999999999999881E-002
           2           2           3   12.843000000000000                0           2           3  -17.988000000000000        30.831000000000000                2           1 -0.23904572186687892       0.18708286933869719     
           2           2           3   12.843000000000000                1           0           1  -17.053000000000001        29.896000000000001                2           1  0.44721359549995793       0.31622776601683783     
           1           4           9   12.936999999999999                0           2           5  -20.824999999999999        33.762000000000000                2           1  0.23904572186687839      -0.13608276348795423     
