   28.093000000000000                0           4           9  -5.3550000000000004                0           0           1  -33.448000000000000                1
   22.242999999999999                0           4           9  -5.3550000000000004                0           1           3  -27.597999999999999               -1
   20.983000000000001                0           4           9  -5.3550000000000004                0           1           1  -26.338000000000001               -1
   15.469999999999999                0           4           9  -5.3550000000000004                0           2           5  -20.824999999999999                1
   12.632999999999999                0           4           9  -5.3550000000000004                0           2           3  -17.988000000000000                1
   11.698000000000000                0           4           9  -5.3550000000000004                1           0           1  -17.053000000000001                1
   8.0039999999999996                0           4           9  -5.3550000000000004                0           3           7  -13.359000000000000               -1
   3.1619999999999990                0           4           9  -5.3550000000000004                1           1           3  -8.5169999999999995               -1
   3.0999999999999996                0           4           9  -5.3550000000000004                0           3           5  -8.4550000000000001               -1
   1.3350000000000000                0           4           9  -5.3550000000000004                1           1           1  -6.6900000000000004               -1
   33.247000000000000                1           2           5 -0.20100000000000001                0           0           1  -33.448000000000000                1
   27.396999999999998                1           2           5 -0.20100000000000001                0           1           3  -27.597999999999999               -1
   26.137000000000000                1           2           5 -0.20100000000000001                0           1           1  -26.338000000000001               -1
   20.623999999999999                1           2           5 -0.20100000000000001                0           2           5  -20.824999999999999                1
   17.786999999999999                1           2           5 -0.20100000000000001                0           2           3  -17.988000000000000                1
   16.852000000000000                1           2           5 -0.20100000000000001                1           0           1  -17.053000000000001                1
   13.157999999999999                1           2           5 -0.20100000000000001                0           3           7  -13.359000000000000               -1
   8.3159999999999989                1           2           5 -0.20100000000000001                1           1           3  -8.5169999999999995               -1
   8.2539999999999996                1           2           5 -0.20100000000000001                0           3           5  -8.4550000000000001               -1
   6.4890000000000008                1           2           5 -0.20100000000000001                1           1           1  -6.6900000000000004               -1
   35.302999999999997                2           0           1   1.8550000000000000                0           0           1  -33.448000000000000                1
   29.452999999999999                2           0           1   1.8550000000000000                0           1           3  -27.597999999999999               -1
   28.193000000000001                2           0           1   1.8550000000000000                0           1           1  -26.338000000000001               -1
   22.680000000000000                2           0           1   1.8550000000000000                0           2           5  -20.824999999999999                1
   19.843000000000000                2           0           1   1.8550000000000000                0           2           3  -17.988000000000000                1
   18.908000000000001                2           0           1   1.8550000000000000                1           0           1  -17.053000000000001                1
   15.214000000000000                2           0           1   1.8550000000000000                0           3           7  -13.359000000000000               -1
   10.372000000000000                2           0           1   1.8550000000000000                1           1           3  -8.5169999999999995               -1
   10.310000000000000                2           0           1   1.8550000000000000                0           3           5  -8.4550000000000001               -1
   8.5449999999999999                2           0           1   1.8550000000000000                1           1           1  -6.6900000000000004               -1
   35.366000000000000                0           4           7   1.9179999999999999                0           0           1  -33.448000000000000                1
   29.515999999999998                0           4           7   1.9179999999999999                0           1           3  -27.597999999999999               -1
   28.256000000000000                0           4           7   1.9179999999999999                0           1           1  -26.338000000000001               -1
   22.742999999999999                0           4           7   1.9179999999999999                0           2           5  -20.824999999999999                1
   19.905999999999999                0           4           7   1.9179999999999999                0           2           3  -17.988000000000000                1
   18.971000000000000                0           4           7   1.9179999999999999                1           0           1  -17.053000000000001                1
   15.276999999999999                0           4           7   1.9179999999999999                0           3           7  -13.359000000000000               -1
   10.434999999999999                0           4           7   1.9179999999999999                1           1           3  -8.5169999999999995               -1
   10.372999999999999                0           4           7   1.9179999999999999                0           3           5  -8.4550000000000001               -1
   8.6080000000000005                0           4           7   1.9179999999999999                1           1           1  -6.6900000000000004               -1
   36.356000000000002                1           2           3   2.9079999999999999                0           0           1  -33.448000000000000                1
   30.506000000000000                1           2           3   2.9079999999999999                0           1           3  -27.597999999999999               -1
   29.246000000000002                1           2           3   2.9079999999999999                0           1           1  -26.338000000000001               -1
   23.733000000000001                1           2           3   2.9079999999999999                0           2           5  -20.824999999999999                1
   20.896000000000001                1           2           3   2.9079999999999999                0           2           3  -17.988000000000000                1
   19.961000000000002                1           2           3   2.9079999999999999                1           0           1  -17.053000000000001                1
   16.266999999999999                1           2           3   2.9079999999999999                0           3           7  -13.359000000000000               -1
   11.424999999999999                1           2           3   2.9079999999999999                1           1           3  -8.5169999999999995               -1
   11.363000000000000                1           2           3   2.9079999999999999                0           3           5  -8.4550000000000001               -1
   9.5980000000000008                1           2           3   2.9079999999999999                1           1           1  -6.6900000000000004               -1
   36.497999999999998                0           5          11   3.0499999999999998                0           0           1  -33.448000000000000               -1
   30.648000000000000                0           5          11   3.0499999999999998                0           1           3  -27.597999999999999                1
   29.388000000000002                0           5          11   3.0499999999999998                0           1           1  -26.338000000000001                1
   23.875000000000000                0           5          11   3.0499999999999998                0           2           5  -20.824999999999999               -1
   21.038000000000000                0           5          11   3.0499999999999998                0           2           3  -17.988000000000000               -1
   20.103000000000002                0           5          11   3.0499999999999998                1           0           1  -17.053000000000001               -1
   16.408999999999999                0           5          11   3.0499999999999998                0           3           7  -13.359000000000000                1
   11.567000000000000                0           5          11   3.0499999999999998                1           1           3  -8.5169999999999995                1
   11.504999999999999                0           5          11   3.0499999999999998                0           3           5  -8.4550000000000001                1
   9.7400000000000002                0           5          11   3.0499999999999998                1           1           1  -6.6900000000000004                1
   40.814999999999998                1           3           7   7.3670000000000000                0           0           1  -33.448000000000000               -1
   34.964999999999996                1           3           7   7.3670000000000000                0           1           3  -27.597999999999999                1
   33.704999999999998                1           3           7   7.3670000000000000                0           1           1  -26.338000000000001                1
   28.192000000000000                1           3           7   7.3670000000000000                0           2           5  -20.824999999999999               -1
   25.355000000000000                1           3           7   7.3670000000000000                0           2           3  -17.988000000000000               -1
   24.420000000000002                1           3           7   7.3670000000000000                1           0           1  -17.053000000000001               -1
