           0           7          15   19.305000000000000                0           3           7  -13.359000000000000        32.664000000000001               10           1  0.13300859762094394       -4.0458679685634408E-002
           0           7          15   19.305000000000000                0           3           5  -8.4550000000000001        27.759999999999998               10           1  0.13300859762094394        9.4491118252307035E-002
           0           7          13   20.765000000000001                0           3           7  -13.359000000000000        34.124000000000002               10           1  0.13300859762094394        9.1287092917528068E-002
           1           7          15   22.353000000000002                0           3           7  -13.359000000000000        35.712000000000003               10           1  0.13300859762094394       -4.0458679685634408E-002
           1           7          15   22.353000000000002                0           3           5  -8.4550000000000001        30.808000000000000               10           1  0.13300859762094394        9.4491118252307035E-002
           0           8          17   22.753000000000000                0           2           5  -20.824999999999999        43.578000000000003               10           1  0.14107692200294050       -4.8954204734834209E-002
           0           8          17   22.753000000000000                0           2           3  -17.988000000000000        40.741000000000000               10           1  0.14107692200294050       0.10540925533894617     
           0           8          15   23.065000000000001                0           2           5  -20.824999999999999        43.890000000000001               10           1  0.14107692200294050        9.9014754297667665E-002
           1           8          17   29.716999999999999                0           2           5  -20.824999999999999        50.542000000000002               10           1  0.14107692200294050       -4.8954204734834209E-002
           1           8          17   29.716999999999999                0           2           3  -17.988000000000000        47.704999999999998               10           1  0.14107692200294050       0.10540925533894617     
           1           7          13   31.512000000000000                0           3           7  -13.359000000000000        44.871000000000002               10           1  0.13300859762094394        9.1287092917528068E-002
           2           7          15   34.406999999999996                0           3           7  -13.359000000000000        47.765999999999998               10           1  0.13300859762094394       -4.0458679685634408E-002
           2           7          15   34.406999999999996                0           3           5  -8.4550000000000001        42.861999999999995               10           1  0.13300859762094394        9.4491118252307035E-002
           1           8          15   36.192000000000000                0           2           5  -20.824999999999999        57.016999999999996               10           1  0.14107692200294050        9.9014754297667665E-002
           2           8          17   39.012000000000000                0           2           5  -20.824999999999999        59.837000000000003               10           1  0.14107692200294050       -4.8954204734834209E-002
           2           8          17   39.012000000000000                0           2           3  -17.988000000000000        57.000000000000000               10           1  0.14107692200294050       0.10540925533894617     
           2           7          13   40.134000000000000                0           3           7  -13.359000000000000        53.493000000000002               10           1  0.13300859762094394        9.1287092917528068E-002
           2           8          15   48.203000000000003                0           2           5  -20.824999999999999        69.028000000000006               10           1  0.14107692200294050        9.9014754297667665E-002
           3           8          17   56.091999999999999                0           2           5  -20.824999999999999        76.917000000000002               10           1  0.14107692200294050       -4.8954204734834209E-002
           3           8          17   56.091999999999999                0           2           3  -17.988000000000000        74.079999999999998               10           1  0.14107692200294050       0.10540925533894617     
